point,title,market
70 P, 조림용감자(친환경/500g), 올가홀푸드
1800 P, 올가 달콤한 유기농두유(170ml*12), 올가홀푸드
150 P, 올가 달콤한 유기농두유 170ml, 올가홀푸드
110 P, 비타민(무농약/150g), 올가홀푸드
770 P, 친환경]상주 반건시(무농약/10입), 올가홀푸드
550 P, 올가 들깨(유기농/400g), 올가홀푸드
1170 P, 백미(5kg/유기/햇살처럼아이처럼), 두레생협
2000 P, 백미(10kg/무농약/햇살처럼아이처럼), 두레생협
170 P, 백만송이버섯(300g/모음/무농약), 두레생협
840 P, 무농약 혼합12곡 2kg, 이마트
690 P, 유기농오색오미 2Kg, 이마트
440 P, 무농약 오곡찰밥600g, 이마트
740 P, 정월대보름유기농알호두150g, 초록마을
3250 P, 유기농담근매실, 초록마을
260 P, 유기농 녹차(티백), 푸르메다
270 P, 유기농 현미녹차(티백), 푸르메다
270 P, Hansup 300m2p, 우리들행복나눔본부화장지사업단
1420 P, 프릴 맑은 식초 산뜻한 자몽향 1L, 헨켈홈케어코리아(유)
1420 P, 프릴 맑은 식초 상큼한 라임향 1L, 헨켈홈케어코리아(유)
1420 P, 프릴 맑은 식초 달콤한 리치향 1L, 헨켈홈케어코리아(유)
1420 P, 베이킹소다 레몬 3L, 헨켈홈케어코리아(유)
970 P, 프릴 시크릿 오브 베이킹소다 퓨어레몬향 300ml, 헨켈홈케어코리아(유)
1420 P, 프릴 시크릿 오브 베이킹소다 그린허브향 1200ml, 헨켈홈케어코리아(유)
1420 P, 프릴 시크릿 오브 베이킹소다 퓨어레몬향 750ml, 헨켈홈케어코리아(유)
1420 P, 프릴 시크릿 오브 베이킹소다 퓨어레몬향 1200ml, 헨켈홈케어코리아(유)
1420 P, 프릴 시크릿 오브 베이킹소다 그린허브향 1000ml, 헨켈홈케어코리아(유)
1420 P, 프릴 시크릿 오브 베이킹소다 퓨어레몬향 1000ml, 헨켈홈케어코리아(유)
970 P, 프릴 시크릿 오브 베이킹소다 그린허브향 750ml, 헨켈홈케어코리아(유)
2240 P, ECOBIRD 차량용디퓨져(블랙체리40ml), 리빙인아로마
2240 P, ECOBIRD 차량용디퓨져(아쿠아키스40ml), 리빙인아로마
3450 P, ECOBIRD 디퓨져(블랙체리150ml), 리빙인아로마
2850 P, ECOBIRD 디퓨져(블랙체리100ml), 리빙인아로마
2100 P, ECOBIRD 디퓨져(블랙체리50ml), 리빙인아로마
3450 P, ECOBIRD 디퓨져(피오니블라섬150ml), 리빙인아로마
1930 P, 코디 데코 50*24, 쌍용씨앤비
7410 P, 배(저탄소/혼합원물용)/15kg/박스, 하나로마트
6820 P, 배(저탄소)/15kg/25내/박스/식자재용, 하나로마트
2240 P, 사과(저탄소)/5kg/20내/박스/실속/국산, 하나로마트
6820 P, 배(저탄소)/15kg/20내/박스/식자재용, 하나로마트
3080 P, 사과(저탄소/투명창)/5kg/18내/박스/실속(상)/국산, 하나로마트
8380 P, 사과(저탄소/로컬형)/5kg/16내/박스, 하나로마트
1070 P, 자두(저탄소)/1kg/팩/특, 하나로마트
950 P, 사과(저탄소)/6입내/봉지/특/국산, 하나로마트
170 P, 생강(친환경/생강)200g/봉/특, 하나로마트
2430 P, 부드러운복숭아(저탄소)/1.5kg/팩/5~6입/특, 하나로마트
1950 P, 복숭아(저탄소/아삭이)/1.5kg/팩/6~7입/특, 하나로마트
320 P, 무화과(무농약)/6~8입/팩/특/국산, 하나로마트
2530 P, 포도(저탄소/거봉)/2kg/박스/특/국산, 하나로마트
2010 P, 청포도(유기농/알렉산드리아)/2kg/박스/국산, 하나로마트
1460 P, 사과(저탄소)/4입/팩/특/국산, 하나로마트
350 P, 청포도(무농약)/1kg/팩/특/국산, 하나로마트
3700 P, 포도(저탄소/거봉)/4kg/박스/특/국산, 하나로마트
1090 P, 사과(저탄소)/2kg/봉지/실속(상)/국산, 하나로마트
370 P, 사과/봉지/특/국산, 하나로마트
580 P, 블루베리(친환경/냉동)/500g/팩/국산, 하나로마트
130 P, 떫은감(무농약/반시)1.2kg/12내/박스/특/국산, 하나로마트
200 P, 떫은감(무농약/반시)1.2kg/8내/박스/특/국산, 하나로마트
2490 P, 곶감(무농약)/2.5kg/박스/특/국산, 하나로마트
580 P, 배(친환경)/2.3kg/3입/팩/특, 하나로마트
600 P, 딸기(친환경)/500g/팩/상/국산, 하나로마트
550 P, 토마토(무농약/대저)/2kg/박스/특/국산, 하나로마트
550 P, 흑토마토(무농약)/2kg/팩/특/국산, 하나로마트
480 P, 포도(무농약/MBA)3kg/박스/특, 하나로마트
420 P, 포도(무농약/켐벨)3kg/박스/특, 하나로마트
310 P, 연근(친환경/통연근)600g/특품, 하나로마트
90 P, 무농약 적상추(봉), 이마트
5970 P, 저탄소인증 천혜향세트, 이마트
490 P, 친환경 제주청견900g, 이마트
1990 P, 친환경 레드향 세트(8~13입), 이마트
990 P, 친환경 참다래 세트(27입 내), 이마트
290 P, 친환경 제주레몬(2~5입/봉), 이마트
2990 P, 친환경 만감류 혼합세트, 이마트
490 P, 친환경 천혜향(3~9입/팩), 이마트
290 P, 친환경 황금향(900g/팩), 이마트
1490 P, 친환경 한라봉 실속세트(9입), 이마트
490 P, 친환경 카라향(900g/팩), 이마트
640 P, 친환경 한라봉(1.5kg/박스), 이마트
590 P, 친환경 하우스감귤(2kg/박스), 이마트
70 P, 친환경 생블루베리(300g/팩), 이마트
240 P, 친환경 생블루베리(100g/팩), 이마트
290 P, 친환경 미니단호박, 이마트
340 P, 무농약 고구마 800g, 이마트
140 P, 친환경 애호박 2입, 이마트
190 P, 친환경 피망(봉), 이마트
120 P, 유기농 꽈리고추(봉), 이마트
160 P, (국산의힘)유기농 오이맛 고추, 이마트
240 P, 친환경양파(1kg/망), 이마트
170 P, 친환경 파채(200g), 이마트
220 P, 맘스토리 친환경감자(봉), 이마트
290 P, 친환경 세척당근(봉), 이마트
70 P, 유기농깻잎(봉), 이마트
290 P, 친환경 주스용당근(봉), 이마트
220 P, 친환경 취청오이 (3입/봉), 이마트
140 P, 친환경 영덕 시금치(봉), 이마트
170 P, 친환경 양상추(봉), 이마트
290 P, 유기농 호박고구마(봉), 이마트
210 P, 친환경 방울토마토(500g/팩), 이마트
10 %, 신선 해조류-꼬시래기, 로컬푸드 직매장
10 %, 활 해면연체류-갑오징어, 로컬푸드 직매장
10 %, 활 해면어류-기름치, 로컬푸드 직매장
10 %, 식물성단미사료-근괴류, 로컬푸드 직매장
10 %, 기타동물생산물-곤충, 로컬푸드 직매장
10 %, 기타동물생산물-조란, 로컬푸드 직매장
10 %, 관엽식물류-허브, 로컬푸드 직매장
10 %, 관엽식물류-국화, 로컬푸드 직매장
10 %, 구근류-프리지아, 로컬푸드 직매장
10 %, 구근류-크로커스, 로컬푸드 직매장
10 %, 구근류-아네모네, 로컬푸드 직매장
10 %, 구근류-시클라멘, 로컬푸드 직매장
10 %, 구근류-수선, 로컬푸드 직매장
10 %, 구근류-백합(기타), 로컬푸드 직매장
10 %, 구근류-라넌큐라스(일반), 로컬푸드 직매장
10 %, 숙근류-카네이션(스프레이), 로컬푸드 직매장
10 %, 숙근류-용담, 로컬푸드 직매장
10 %, 숙근류-국화(기타), 로컬푸드 직매장
10 %, 숙근류-국화(스프레이), 로컬푸드 직매장
10 %, 숙근류-국화(스탠다드), 로컬푸드 직매장
10 %, 숙근류-거베라, 로컬푸드 직매장
10 %, 선인장/다육식물류-기타, 로컬푸드 직매장
10 %, 선인장/다육식물류-아이스플랜트, 로컬푸드 직매장
10 %, 선인장/다육식물류-꽃기린, 로컬푸드 직매장
10 %, 선인장/다육식물류-게발선인장, 로컬푸드 직매장
10 %, 구근류-히야신스, 로컬푸드 직매장
10 %, 관엽식물류-고무나무, 로컬푸드 직매장
10 %, 관엽식물류-마삭줄, 로컬푸드 직매장
10 %, 관엽식물류-고사리류, 로컬푸드 직매장
10 %, 관엽식물류-호야, 로컬푸드 직매장
10 %, 관엽식물류-포인세티아, 로컬푸드 직매장
10 %, 산채류-곤드레나물, 로컬푸드 직매장
10 %, 산채류-곤달비, 로컬푸드 직매장
10 %, 산채류-민들레, 로컬푸드 직매장
10 %, 산채류-금강초, 로컬푸드 직매장
10 %, 산채류-질경이, 로컬푸드 직매장
10 %, 산채류-고비, 로컬푸드 직매장
10 %, 산채류-산마늘, 로컬푸드 직매장
10 %, 산채류-돌나물, 로컬푸드 직매장
10 %, 산채류-원추리, 로컬푸드 직매장
10 %, 산채류-더덕, 로컬푸드 직매장
10 %, 산채류-마, 로컬푸드 직매장
10 %, 산채류-도라지, 로컬푸드 직매장
10 %, 산채류-참나물, 로컬푸드 직매장
10 %, 산채류-참죽나무순, 로컬푸드 직매장
10 %, 산채류-죽순, 로컬푸드 직매장
10 %, 산채류-두릅, 로컬푸드 직매장
10 %, 산채류-고사리, 로컬푸드 직매장
10 %, 산채류-취나물, 로컬푸드 직매장
10 %, 양채류-공심채, 로컬푸드 직매장
10 %, 특용작물류-참깨, 로컬푸드 직매장
10 %, 특용작물류-들깨, 로컬푸드 직매장
10 %, 특용작물류-땅콩, 로컬푸드 직매장
10 %, 약용작물류-황기, 로컬푸드 직매장
10 %, 약용작물류-하수오, 로컬푸드 직매장
10 %, 약용작물류-천마, 로컬푸드 직매장
10 %, 약용작물류-작약, 로컬푸드 직매장
10 %, 약용작물류-사삼, 로컬푸드 직매장
10 %, 약용작물류-참당귀, 로컬푸드 직매장
10 %, 인삼류-인삼류, 로컬푸드 직매장
10 %, 인삼류-열매, 로컬푸드 직매장
10 %, 인삼류-수삼, 로컬푸드 직매장
10 %, 버섯류-기타, 로컬푸드 직매장
2040 P, 유기농착한견과세트, 초록마을
670 P, 유기농착한견과, 초록마을
820 P, 꽃이피는아침 섬유유연제 1300ml, 자연과함께
550 P, 꽃이피는아침 액체세탁세제 800mL 리필, 자연과함께
1490 P, 꽃이피는 아침 세탁세제 1L, 자연과함께
1490 P, 꽃이피는 아침 세탁세제 2L, 자연과함께
90 P,유기농 까까 현미스낵 50g, 이마트
390 P, 유기농진한배도라지액100ml, 이마트
90 P, 유기농 검정깨스낵 30g, 올가홀푸드
490 P, {기획}무농약 호두와땅콩 부럼모음(200g), 두레생협
380 P, 무농약 씨뺀 건대추(별초/90g), 두레생협
490 P, 국산 볶은땅콩(무농약/200g), 올가홀푸드
1500 P, 잣(170g/무농약), 두레생협
490 P, 정월대보름 껍질호두(무농약/150g), 올가홀푸드
340 P, 정월대보름 껍질땅콩(무농약/130g), 올가홀푸드
360 P, 국산 건대추(무농약/100g), 올가홀푸드
240 P, 친환경삼계탕부재료(무농약/80g), 올가홀푸드
890 P, 둥글레(유기농/150g), 올가홀푸드
790 P, 결명자(유기농/300g), 올가홀푸드
650 P, 둥굴레차(유기농/100g), 올가홀푸드
790 P, 결명자(유기농/250g), 올가홀푸드
3300 P, 춘강 친환경용지 75g, (사)한국지체장애인협회(춘천시장애인근로사업장)
2340 P, 유기농 황토쌀 10kg, 이마트
5770 P, Free9 분말세탁세제 2.5Kg, 진케미칼
2970 P, Free9 분말세탁세제 1.3Kg, 진케미칼
1480 P, Free9 분말세탁세제 630g, 진케미칼
4170 P, Free9 분말세탁세제 1.5Kg, 진케미칼
4050 P, 파파야플러스 유아용 액상세탁세제 1300mL, 진케미칼
3750 P, 파파야플러스 액상세탁세제 1300mL, 진케미칼
700 P, 파파야플러스 주방세제 300mL 리필, 진케미칼
970 P, 파파야플러스 주방세제 500ml, 진케미칼
490 P, 꼬마 황금향(무농약/900g), 올가홀푸드
2470 P, 유기농 발아 들깨로 만든 들기름 320ml, 올가홀푸드
490 P, [친환경]청도한재미나리(친환경/500g), 올가홀푸드
440 P, [김장]깐쪽파(친환경/500g), 올가홀푸드
320 P, 보라고구마(친환경/800g), 올가홀푸드
490 P, [홀씨드]홍옥 친환경 사과 1.4kg, 올가홀푸드
980 P, [친환경]노지친환경 감귤(무농약/1.8kg)X2팩, 올가홀푸드
590 P, 친환경 사과(유기농/1.2kg), 올가홀푸드
840 P, 마이스터 배(유기농/3입), 올가홀푸드
120 P, 감자(친환경/500g), 올가홀푸드
220 P, 보짱(친환경/250g), 올가홀푸드
550 P, 양파(친환경/5kg), 올가홀푸드
240 P, 양파(친환경/2kg), 올가홀푸드
140 P, [친환경]무(친환경/2개/1.4kg이상), 올가홀푸드
1090 P, [산지]미백찰옥수수(무농약/20입), 올가홀푸드
90 P, 초당옥수수(유기농/1입), 올가홀푸드
740 P, 마이스터 찰토마토(유기농/2kg), 올가홀푸드
1480 P, [친환경]9곡영양밥(유기농/2kg), 올가홀푸드
290 P, 밤(유기농/500g), 올가홀푸드
1540 P, [친환경]수수(유기농/1.5kg), 올가홀푸드
190 P, 조림용감자(친환경1.5kg), 올가홀푸드
240 P, 복수박(유기농/1통/상), 올가홀푸드
340 P, 복수박(유기농/1통/특), 올가홀푸드
1140 P, [산지]알록찰옥수수(유기농/20입), 올가홀푸드
840 P, [산지]초당옥수수(유기농/10입), 올가홀푸드
240 P, 백미(무농약/1kg), 올가홀푸드
640 P, [친환경]보리(유기농/2kg), 올가홀푸드
1140 P, [친환경]12곡영양밥(유기농/2kg), 올가홀푸드
1390 P, 수박(무농약/8kg미만), 올가홀푸드
290 P, 마이스터 친환경 제주 블루베리(유기농/100g), 올가홀푸드
690 P, [친환경]영양 15곡(무농약/800g), 올가홀푸드
530 P, 사과(친환경/유기농)/3입/팩/특, 하나로마트
160 P, 방울토마토(친환경)/500g/팩/특, 하나로마트
100 P, 꽈리고추(친환경/꽈리고추)150g/봉/특, 하나로마트
90 P, 고추(친환경/풋고추)150g/봉, 하나로마트
150 P, 홍고추(친환경/홍고추)150g/봉/특, 하나로마트
170 P, 피망(친환경/청피망)2개/봉지/특, 하나로마트
790 P, 곶감(친환경/반건시)/600g/박스/특/국산, 하나로마트
660 P, 곶감(친환경/반건시)/500g/박스/특/국산, 하나로마트
780 P, 매실(친환경/유기농)/5kg/대/박스/특(M), 하나로마트
400 P, 셀러리(친환경/잎셀러리)1kg/종이BOX/특/특품, 하나로마트
400 P, 치커리(친환경/레드치커리)1kg/종이BOX/특/특품, 하나로마트
720 P, 케일(친환경/적로즈)1kg/종이BOX/특/특품, 하나로마트
400 P, 오크립(친환경/청오크립)1kg/종이BOX/특/특품, 하나로마트
470 P, 오크립(친환경/적오크립)1kg/종이BOX/특/특품, 하나로마트
900 P, 로메인(친환경/적로메인)2kg/종이BOX/특/특품, 하나로마트
900 P, 로메인(친환경/청로메인)2kg/종이BOX/특/특품, 하나로마트
1100 P, 상추(친환경/흑상추)2kg/종이BOX/특/특품, 하나로마트
900 P, 근대(친환경/적근대)2kg/종이BOX/특/특품, 하나로마트
900 P, 상추(친환경/생채)2kg/종이박스/특, 하나로마트
600 P, 비타민(아침마루/비타민)2kg/종이BOX/특/특품, 하나로마트
720 P, 쌈추(친환경/청쌈추)2kg/종이BOX/특/특품, 하나로마트
720 P, 쌈추(친환경/적쌈추)2kg/종이BOX/특/특품, 하나로마트
900 P, 케일(친환경/쌈케일)2kg/종이BOX/특/특품, 하나로마트
900 P, 겨자(친환경/적겨자)2kg/종이BOX/특/특품, 하나로마트
720 P, 겨자(친환경/청겨자)2kg/종이BOX/특/특품, 하나로마트
900 P, 치커리(친환경/청치커리)2kg/종이BOX/특/특품, 하나로마트
900 P, 치커리(친환경/적치커리)2kg/종이BOX/특/특품, 하나로마트
900 P, 청경채(친환경/청경채)2kg/종이BOX/특/특품, 하나로마트
70 P, 실파(친환경/실파)200g/봉지/특/특품, 하나로마트
140 P, 친환경 호박고구마/800g/봉지/특/특품, 안성농식품물류센터(물류)
140 P, 미나리(친환경/한재미나리)200g/봉지/특/특품, 하나로마트
1620 P, 메론(무농약)/8kg/4수/특/국산, 하나로마트
110 P, 대파(친환경/대파)/500g/봉, 하나로마트
450 P, 토마토(무농약)2kg/박스/특/국산, 하나로마트
210 P, 대추방울토마토(무농약)/500g/팩/특, 하나로마트
180 P, 토마토(무농약)/1kg/봉지/특/국산, 하나로마트
240 P, 포도(무농약/거봉)200g/팩/특, 하나로마트
790 P, 대추방울토마토(친환경)/1.5kg/박스/특, 하나로마트
580 P, 토마토(무농약)/3kg/박스/특/국산, 하나로마트
140 P, 참외(친환경)1kg/3입/팩/특, 하나로마트
60 P, 친환경/양배추/겉잎제거/박스, 하나로마트
420 P, 감귤(유기농)/3kg/특/박스/특, 하나로마트
3960 P, 메론/애플/대/전국, 하나로마트
170 P, 사과(친환경/사과)/4입/봉지/국산, 하나로마트
2670 P, 오렌지(저탄소/천혜향)/1.5kg/봉, 하나로마트
260 P, 단감(무농약)/1.4kg/10내/박스/특/국산, 하나로마트
4220 P, 배(친환경/유기농)/7.5kg/12내/박스/특, 하나로마트
100 P, 새싹채소(친환경/어린잎&성채)120g/트레이/특/특품, 하나로마트
10720 P, 오렌지(저탄소/레드향)선물세트/5kg/20내/박스/특, 하나로마트
6820 P, 오렌지(저탄소/레드향)선물세트/3kg/12내/박스/특, 하나로마트
80 P, 참나물(친환경/참나물)300g/봉/특/특품, 하나로마트
1050 P, 아욱(친환경/아욱)4kg/박스/특/특품, 하나로마트
100 P, 부추(친환경/부추)200g/봉/특/특품, 하나로마트
2270 P, 포도(무농약/대봉)/4kg/박스/특/국산, 하나로마트
50 P, 비타민(친환경/싱글비타민)70g/봉/특/특품, 하나로마트
